SampleID	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	read_count	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Time	Microbe_collection	Seed_number	Seed_mass	bray1	bray2	faith_pd	jaccard1	jaccard2	observed_otus	shannon	unweighted1	unweighted2	weighted1	weighted2	pielou_e
TEN2c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Tenor	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.146521668	-0.075737076	23.64873468	-0.023944716	-0.133399578	112	5.218966537	-0.017912281	0.138772907	-0.510141982	0.087137614	0.766665849
TEN3a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Tenor	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.419862812	0.289375181	8.303203105	0.202703114	-0.144078737	27	1.830455076	0.268001281	-0.005388284	0.194928724	-0.015747544	0.384962857
TEN3b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Tenor	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.192270847	-0.234611578	29.60676133	-0.000873848	-0.084322903	105	4.122058339	-0.161793747	-0.00922527	-0.105193312	0.050782704	0.613927258
ZOR1b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.419039495	0.274566384	16.38462832	0.155505277	0.009515949	62	2.788738895	0.159707196	0.01020798	-0.193096689	0.055546201	0.468365292
ZOR1c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.096478878	0.217802474	22.94003985	-0.143274641	0.021828863	149	3.720539236	-0.04513591	0.11514348	0.0583637	0.02888271	0.515369495
ZOR2a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.417027042	0.111196179	12.56461419	0.214701336	-0.151637139	40	1.800684713	0.250677033	0.010241707	0.073226422	0.117002647	0.338351943
ZOR2b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.161263424	-0.116910556	12.71741785	0.142542866	-0.049656379	54	4.027622788	0.250075611	0.028906015	-0.437344461	0.192420605	0.699861255
ZOR2c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.39762462	0.105515984	20.67741675	0.05735845	0.057109057	84	1.963055088	0.046097142	0.086936233	0.207791474	0.033418056	0.307095996
ZOR3a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.037471016	-0.221985902	10.04818139	0.204544562	-0.258135031	27	0.443817633	0.309718217	0.024494022	0.300961794	-0.014423809	0.09333925
ZOR3b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.326602951	0.072132858	26.73476068	-0.066599048	-0.050522097	137	3.759780162	-0.047285817	0.157260346	0.023583195	0.048134289	0.529693318
ZOR3c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.148277332	-0.156123174	13.78413005	0.038750706	-0.030948446	87	3.424990882	0.148725916	0.033422612	0.186702018	0.042815669	0.531587912
gyrB-Astrid-AF-1	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.299798821	-0.15610479	13.73843331	-0.150168351	-0.280329633	76	3.517637156	0.054371744	-0.171116439	-0.037179876	-0.137521007	0.563008637
gyrB-Astrid-AF-2	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.332916367	-0.078331641	19.86732799	-0.201380807	-0.20927854	97	5.248509117	0.002067229	-0.012138257	-0.347521517	-0.424049514	0.795239156
gyrB-Astrid-AF-3	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.280275499	-0.203706968	19.45745291	-0.194253025	-0.271300607	113	5.492333342	0.017701812	0.020202936	-0.164112642	-0.428430937	0.805306338
gyrB-Astrid-AF-4	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.337233015	-0.115532448	15.56131755	-0.187809992	-0.269925759	95	5.011108682	0.065007125	-0.044842586	-0.154901388	-0.421941583	0.76274259
gyrB-Astrid-AF-5	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.290102024	-0.160510564	15.69262841	-0.17208831	-0.252379595	86	4.780041083	0.064850066	-0.021025732	-0.231349427	-0.408570914	0.743828844
gyrB-Astrid-B1-1	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.074720694	-0.215135986	16.80767094	0.084819485	0.005804853	97	4.650090777	0.084143388	0.126630461	0.069941785	-0.042290016	0.704568513
gyrB-Astrid-B1-2	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.143682818	-0.079535369	12.11333386	0.090273235	0.073651735	52	2.891157579	0.126611876	-0.061304295	0.023194082	-0.011766453	0.507181502
gyrB-Astrid-B1-3	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.227770985	-0.01636942	15.10663854	0.128474317	0.051680917	89	4.452703041	0.110930957	0.118675609	0.136435618	0.01709745	0.68759826
gyrB-Astrid-B1-4	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.047171564	-0.102769419	19.67603437	0.102646197	0.069582394	71	4.112252584	-0.084848707	0.167681068	0.079197518	0.010581755	0.668686452
gyrB-Astrid-B1-5	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.003531257	-0.233953934	15.09197168	0.118720716	-0.035983114	95	4.633338589	0.111879802	0.109925654	0.152508965	0.01691575	0.705242073
gyrB-Astrid-B2-1	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.251642768	0.049821408	15.79555351	0.092436985	0.015162049	92	4.173081018	0.126064943	0.092652089	0.188545186	0.04917126	0.639693628
gyrB-Astrid-B2-2	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.26442474	0.168095957	14.01999149	0.13035794	0.07479083	61	3.14482412	0.110118176	0.000332621	0.234222907	0.080580494	0.53025854
gyrB-Astrid-B2-3	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.019605699	-0.205551909	21.14331862	0.0961024	-0.121859257	118	5.242112217	0.055928574	0.11894267	0.093334637	-0.032019569	0.76164232
gyrB-Astrid-B2-4	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.263078209	0.189128104	15.2905813	0.126677663	-0.020905809	90	3.72066422	0.102682736	0.027164301	0.189900641	0.08857613	0.573128222
gyrB-Astrid-B2-5	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.154257201	-0.17759125	11.18107132	0.185872663	0.085514771	55	3.731826219	0.136020237	-0.0824986	0.164089697	0.007031783	0.645492826
gyrB-Aviso-AF-1	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.350071007	-0.078939212	14.40072032	-0.178427681	-0.297394912	73	3.986964387	0.050248835	-0.128441048	-0.088126794	-0.319682007	0.644115895
gyrB-Aviso-AF-2	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.287580389	-0.193083605	12.97622804	-0.191372502	-0.29049613	73	4.560129334	0.051320565	-0.20862705	-0.164759423	-0.522773146	0.736713826
gyrB-Aviso-AF-3	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.324551878	-0.123967046	16.22442191	-0.182906814	-0.254332771	134	6.419111623	0.037832482	-0.133381609	-0.317989347	-0.513850761	0.908439088
gyrB-Aviso-AF-4	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.311049507	-0.150621234	12.88242147	-0.216036011	-0.226726872	59	3.573914879	0.045419175	-0.193736472	-0.065043656	-0.239202319	0.607535567
gyrB-Aviso-AF-5	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.342105927	-0.11286204	9.486886949	-0.191129358	-0.28295742	42	1.70173742	0.071627974	-0.277293982	-0.156924322	-0.140530862	0.315585543
gyrB-Aviso-B1-1	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.12787095	-0.173861341	18.97862159	0.057544651	-0.038229525	116	4.865629478	0.052831655	0.020538896	0.112285258	-0.030696026	0.709484246
gyrB-Aviso-B1-2	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.228051575	0.339102743	9.965325599	0.099796836	0.129879288	32	1.554484305	0.131807548	-0.095678751	0.255179652	0.119755034	0.310896861
gyrB-Aviso-B1-3	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.234525849	0.016021732	18.66589547	0.077885772	-0.067562388	116	4.465023047	0.083233511	0.154163207	0.16678807	0.052090005	0.651069615
gyrB-Aviso-B1-4	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.22995731	0.156219012	18.08270492	0.046906873	-0.13241259	120	4.177771086	0.065057997	0.010289194	0.152141487	0.025982964	0.604870025
gyrB-Aviso-B1-5	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.224872461	0.346438908	12.65057357	0.10104124	0.03271674	52	1.963588217	0.111502086	-0.014242783	0.235839797	0.119404324	0.344462588
gyrB-Aviso-B2-1	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.07180611	-0.011528768	12.40520729	-0.002533871	-0.013440116	51	4.021422857	0.125076845	-0.061444174	0.037175719	0.002858075	0.708942404
gyrB-Aviso-B2-2	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.202008168	-0.158868901	13.37964171	0.126214184	-0.017942287	75	4.291769669	0.148603596	0.039617838	0.222066236	0.053681595	0.689018236
gyrB-Aviso-B2-3	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.060001166	-0.141398905	11.84358673	0.170588723	0.054028399	70	3.587802183	0.144284083	-0.052003597	0.230935491	0.088620617	0.585354302
gyrB-Aviso-B2-4	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.11193942	-0.209009104	13.32261506	0.151709817	0.043916138	52	3.199979691	0.099669946	-0.028102269	0.20659463	0.029945531	0.561356641
gyrB-Aviso-B2-5	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.157744384	-0.145979604	12.73110608	0.133852116	0.085883119	71	4.625832462	0.145914771	0.061827373	0.208555263	0.035575457	0.75219881
gyrB-Boston-AF-1	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.236872011	-0.239033443	15.49837637	-0.154347397	-0.239973855	101	5.059871168	0.036191707	-0.163236379	-0.113521851	-0.285112364	0.759944496
gyrB-Boston-AF-2	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.341183569	-0.13874042	15.3949281	-0.223050878	-0.276717017	82	5.880633701	-0.012197202	-0.178497013	-0.316669655	-0.541922641	0.924983971
gyrB-Boston-AF-3	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.359102042	-0.104255531	11.52016985	-0.247010085	-0.263954014	63	5.567271692	0.003169182	-0.302099438	-0.329830733	-0.522674424	0.93140555
gyrB-Boston-AF-4	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.326700641	-0.087803107	14.45468352	-0.190015046	-0.243324174	76	4.210696627	0.026900843	-0.155247225	-0.120991619	-0.336984371	0.673934936
gyrB-Boston-AF-5	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.35256342	-0.11742278	10.38698654	-0.183805175	-0.21383502	40	1.750162862	0.044856234	-0.267535767	-0.186139956	-0.163892973	0.328858795
gyrB-Boston-B1-1	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.150893199	-0.048700039	11.49925803	0.126931674	0.126179193	40	3.013132931	0.148181095	0.012760055	0.247329299	0.08363196	0.566173176
gyrB-Boston-B1-2	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.043384346	-0.259608189	12.69600194	0.124191966	-0.022825212	76	4.375865728	0.150875499	0.022158552	0.108986414	-0.015920913	0.700370758
gyrB-Boston-B1-3	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.22528874	-0.009263264	12.25306708	0.136298242	0.059982682	65	3.855252451	0.155417462	0.042052476	0.230248385	0.079023345	0.640155595
gyrB-Boston-B1-4	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.069740738	-0.226662278	11.48021721	0.090344883	0.055753535	44	3.664976782	0.135534414	-0.095727515	0.075189498	-0.048999061	0.671311052
gyrB-Boston-B1-5	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.037405893	-0.251126545	15.78693403	0.106185324	-0.009972049	102	4.478108342	0.124749276	0.067672762	0.175352905	0.013949655	0.671136523
gyrB-Boston-B2-1	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.244812998	0.134751451	12.2722866	0.120525187	0.049618594	59	3.220536711	0.138169209	0.022771493	0.166943022	-0.065268051	0.547464241
gyrB-Boston-B2-2	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.201075835	0.015847333	14.12648766	0.137329397	0.036677472	73	3.917195009	0.125979621	0.106297699	0.201804344	0.02985869	0.632844271
gyrB-Boston-B2-3	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.117423421	-0.121078423	11.73572703	0.202842082	0.081307261	55	3.00642795	0.150546744	-0.054171598	0.166644378	0.002661031	0.520020912
gyrB-Boston-B2-4	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.186061303	-0.042014471	14.34833453	0.10493714	-0.04798915	90	4.208740094	0.129261463	0.115401205	0.181018146	0.032942469	0.648311049
gyrB-Boston-B2-5	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.24723146	0.052397021	15.59136309	0.11160103	0.014040702	84	3.962114383	0.119242601	0.065759532	0.188386957	0.047323285	0.619824411
gyrB-Colvert-AF-1	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.324964149	-0.104868863	23.63342957	-0.208830876	-0.162207861	126	6.428521793	-0.105793524	-0.148195586	-0.325865828	-0.451070076	0.921350707
gyrB-Colvert-AF-3	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.473089137	0.154136042	38.2787123	-0.3653929	0.139769159	99	5.62641101	-0.589355942	0.017185295	-0.679420089	0.141166503	0.848711471
gyrB-Colvert-AF-4	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.495280196	0.190335966	37.4963311	-0.354542796	0.16739865	91	3.381883984	-0.601668284	0.017952256	-0.540533382	0.087497284	0.519666672
gyrB-Colvert-AF-5	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	AF-Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.496474541	0.182447633	33.52107884	-0.362258227	0.124062793	68	4.486740077	-0.571031715	0.002865647	-0.602992023	0.217268114	0.73704599
gyrB-Colvert-B1-1	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019			2016	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.197941171	-0.033081833	16.00379459	0.148020796	0.03666787	89	4.474127033	0.118241773	0.144472146	0.189233305	0.064197719	0.69090661
