SampleID	Feature Count	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	bray1	bray2	pielou_e	jaccard1	jaccard2	observed_otus	shannon
S26-H0	6553	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	ITS1	Daucus carota	Apiaceae	Carrot	Maestro	Seed		Illumina MiSeq	PAIRED	Carrot--Barret_M_2015		2012	USA	Mechanical	None	Field	Total	Soaking	1000		-0.386047926	-0.200684937	0.528210938	0.077286304	-0.198235944	78	3.320018201
S26-H24	6553	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	ITS1	Daucus carota	Apiaceae	Carrot	Maestro	Germinating		Illumina MiSeq	PAIRED	Carrot--Barret_M_2015		2012	USA	Mechanical	None	Lab	Total	Soaking	200		-0.30966271	-0.603784575	0.388011053	0.237132445	-0.294182373	44	2.11831981
S27-H0	6553	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	ITS1	Solanum lycopersicum	Solanaceae	Tomato	Retana	Seed		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2011	China	Mechanical	None	Field	Total	Soaking	1000		0.09684754	0.002707735	0.721361405	0.239120405	0.068038541	68	4.39126075
S27-H24	6553	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	ITS1	Solanum lycopersicum	Solanaceae	Tomato	Retana	Germinating		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2011	China	Mechanical	None	Lab	Total	Soaking	200		0.16401031	-0.027961314	0.707996483	0.323232204	-0.038876226	40	3.767906372
S28-H0	6553	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	ITS1	Solanum lycopersicum	Solanaceae	Tomato	Superpro	Seed		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2012	China	Mechanical	None	Field	Total	Soaking	1000		-0.075889431	-0.177914936	0.738126172	0.081303516	0.107920112	126	5.150112918
S28-H24	6553	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	ITS1	Solanum lycopersicum	Solanaceae	Tomato	Superpro	Germinating		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2012	China	Mechanical	None	Lab	Total	Soaking	200		0.280677349	-0.102288236	0.511838513	0.087099585	0.12863739	86	3.289209798
SRR11919969	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seedITS_7		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.078627129	-0.217033466	0.660708639	0.33155848	-0.340313021	47	3.669964839
SRR11919970	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seedITS_6		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.24503745	-0.058665615	0.434172244	-0.226789971	0.00190502	21	1.907022312
SRR11919971	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seedITS_5		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.710224648	-0.222178902	0.197980585	0.346143478	0.340695314	13	0.732615222
SRR11919972	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seedITS_4		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.25533843	-0.226499241	0.244694605	-0.170082349	-0.082595419	29	1.188721742
SRR11919973	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seedITS_3		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.07518511	0.439432971	0.4766015	-0.10596751	0.005348417	32	2.383007502
SRR11919974	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seedITS_2		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.078598496	0.444039133	0.520913846	-0.131041216	0.091737124	24	2.388370449
SRR11919976	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seedITS_1		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.081415574	0.445895271	0.495667244	-0.167108921	-0.010878767	29	2.407942052
SRR11919977	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seedITS_7		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.065369238	-0.04795009	0.656459341	0.343090287	-0.352160664	50	3.704962114
SRR11919978	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seedITS_6		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.002249082	0.349542719	0.477014915	-0.08866961	0.107576284	35	2.446744502
SRR11919979	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seedITS_5		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.008425188	0.338884933	0.489181978	-0.061616908	0.053731321	33	2.467626695
SRR11919980	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seedITS_4		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.020571249	0.32669012	0.494109351	-0.159184512	-0.009173092	28	2.37535902
SRR11919981	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seedITS_3		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.23314464	-0.011937223	0.484894912	-0.145829462	0.116385322	18	2.021975415
SRR11919982	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seedITS_2		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.180033873	0.115093833	0.532812812	-0.236649296	-0.060259949	22	2.376042299
SRR11919983	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seedITS_1		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.260728147	-0.142870952	0.391985513	-0.259413862	0.006839416	18	1.63455019
SRR11919984	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seedITS_8		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.023350704	-0.085603512	0.674659324	0.192953154	-0.18882696	37	3.514606286
SRR11919985	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seedITS_7		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.008387954	0.003204337	0.690467308	0.295479369	-0.269904383	34	3.512726773
SRR11919987	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seedITS_6		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.26094619	-0.141285778	0.356367473	-0.187880833	0.04913883	24	1.633931501
SRR11919988	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seedITS_5		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.264676286	-0.188491529	0.351614387	-0.194425707	-0.032524968	20	1.519652096
SRR11919989	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seedITS_4		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.711489685	-0.239863956	0.161661508	0.430028513	0.296998916	16	0.646646032
SRR11919990	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seedITS_3		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.711365254	-0.192184424	0.21797327	0.365141473	0.315293865	15	0.851597717
SRR11919991	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seedITS_2		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.254467492	-0.34119387	0.146915864	-0.102769304	-0.066860787	21	0.645301108
SRR11919992	22768	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	ITS1	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seedITS_1		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.253627124	-0.347024758	0.146428847	-0.06696529	0.027848181	22	0.652989428
ITS-Astrid-AF-1	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.298791501	0.062328934	0.605928109	-0.281367475	-0.002010642	59	3.56445878
ITS-Astrid-AF-2	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.278004875	0.037170775	0.605536838	-0.250396638	-0.107955073	63	3.619463186
ITS-Astrid-AF-3	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.268141938	0.054805601	0.624320091	-0.268935252	-0.040964988	59	3.672652247
ITS-Astrid-AF-4	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.255255213	0.067802173	0.647483522	-0.288395618	0.05178881	50	3.654303884
ITS-Astrid-AF-5	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.267872162	0.055644442	0.612217943	-0.219353066	-0.014224845	60	3.616304412
ITS-Astrid-B1-1	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.105801007	-0.033476528	0.637949767	0.080876519	0.041866635	88	4.120792899
ITS-Astrid-B1-2	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.124580152	-0.033239575	0.635196905	0.10275091	0.022682027	85	4.071225285
ITS-Astrid-B1-3	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.119662108	-0.06083099	0.617049043	0.112467342	-0.008349395	94	4.044502778
ITS-Astrid-B1-4	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.112181269	-0.021500092	0.639845345	0.112674651	0.016205832	87	4.122487401
ITS-Astrid-B1-5	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.140345157	-0.00255647	0.640628107	0.11738474	-0.020590475	84	4.095098211
ITS-Astrid-B2-1	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.118270839	0.017602483	0.629464145	0.167164757	-0.10323015	105	4.226376816
ITS-Astrid-B2-2	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.067818241	0.040419636	0.652347198	0.199555543	-0.129840749	97	4.30543465
ITS-Astrid-B2-3	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.112121619	0.012753332	0.635655133	0.154623834	-0.048244503	98	4.204674268
ITS-Astrid-B2-4	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.044821279	0.010022605	0.626353244	0.168619058	-0.08462766	96	4.124512624
ITS-Astrid-B2-5	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.087345538	0.004485632	0.637760206	0.128471948	-0.029839923	84	4.076765678
ITS-Aviso-AF-1	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.10256295	-0.161979245	0.582158874	-0.206468623	-0.04047266	73	3.603461292
ITS-Aviso-AF-2	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.116061762	-0.141866095	0.630914931	-0.246081325	-0.009770639	59	3.711447335
ITS-Aviso-AF-3	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.225537867	-0.063013533	0.603068948	-0.284102709	-0.053172525	61	3.576643528
ITS-Aviso-AF-4	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.185456483	-0.101727772	0.611077094	-0.278957173	-0.002367335	67	3.706848152
ITS-Aviso-AF-5	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.204312063	-0.087413472	0.63962524	-0.247646969	0.02592268	56	3.714530785
ITS-Aviso-B1-1	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.084754982	-0.050463864	0.629759199	0.119537951	-0.002252524	89	4.078152697
ITS-Aviso-B1-2	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.149168475	-0.042368528	0.644998497	0.129304689	0.036239224	80	4.077634118
ITS-Aviso-B1-3	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.171591384	-0.080823363	0.589437465	0.141397429	-0.02107261	91	3.835937973
ITS-Aviso-B1-4	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.185911952	-0.070187293	0.624500215	0.127697607	0.006543897	84	3.992003608
ITS-Aviso-B1-5	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.180410168	-0.054125852	0.614799617	0.15847878	-0.091386313	98	4.06672108
ITS-Aviso-B2-1	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.147668761	-0.059244724	0.596521915	0.167550256	-0.081558539	102	3.980247944
ITS-Aviso-B2-2	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.169592209	-0.020020886	0.633650698	0.160972278	-0.036828098	88	4.093023356
ITS-Aviso-B2-3	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.126346175	-0.052224207	0.624859658	0.143395187	-0.039149685	89	4.046424577
ITS-Aviso-B2-4	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.104022074	-0.046976863	0.626258347	0.12791253	-0.028856539	97	4.133250506
ITS-Aviso-B2-5	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.151218194	0.014881702	0.647978172	0.138530159	0.006274649	80	4.096471411
ITS-Boston-AF-1	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.3139354	0.002427416	0.617896226	-0.22246898	0.033889073	60	3.649845406
ITS-Boston-AF-2	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.329096523	-0.00450813	0.61681035	-0.263117105	-0.024128329	54	3.549674175
ITS-Boston-AF-3	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.307594371	0.001208652	0.601040519	-0.188771247	-0.074211415	73	3.720335365
ITS-Boston-AF-4	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.326608541	0.009388424	0.625085352	-0.24175347	-0.08469313	60	3.692310788
ITS-Boston-AF-5	17009	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	Pepiniere	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		-0.311987454	-0.010497436	0.623957704	-0.256752192	0.030635602	61	3.700529254
ITS-Boston-B1-1	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.144832857	-0.018105239	0.630057209	0.174200331	-0.027111763	94	4.129765956
ITS-Boston-B1-3	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.139327183	-0.016879947	0.638980043	0.122949433	-0.062450868	87	4.116912314
ITS-Boston-B1-4	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.070166405	0.018235454	0.656302872	0.101449945	0.01023949	93	4.291668711
ITS-Boston-B1-5	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.055680338	0.008751264	0.667028783	0.125864235	-0.053530655	87	4.297628759
ITS-Boston-B2-1	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.117741236	0.024617008	0.636669938	0.170699725	-0.151351187	108	4.300633809
ITS-Boston-B2-2	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.100773422	-0.003144773	0.62681009	0.11762479	-0.072313529	99	4.15534762
ITS-Boston-B2-3	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.093701616	0.07216653	0.656791376	0.159527221	-0.047471125	91	4.274263396
ITS-Boston-B2-4	17009	Rochefort_A_2019	unpublished	PRJEB31617	IRHS	ITS1	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche	Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2016	France	Mechanical	None	Field	Total	Soaking	1000		0.12451789	0.064367662	0.641960062	0.208607847	-0.109166791	112	4.370049988
